0,0.013171349144018612
10,0.006699579475605924
20,0.006420978959307766
30,0.003711380111897624
40,0.015978803848172816
50,0.00431372151092157
60,0.004716536038124666
70,0.010683323838555126
80,0.005930020317963638
90,0.0029070478912784498
100,0.003823059434589802
110,0.0028997271749713832
120,0.011045656389959834
130,0.008354664436586678
140,0.00723565601642284
150,0.004529719626165094
160,0.009947809513917926
170,0.0034510290243807127
180,0.003784671002295866
190,0.003892885786824286
200,0.003587240982344287
